CustomerID,Name,Age,Gender,Location,PurchaseAmount,PurchaseFrequency,LastPurchaseDate,CustomerCategory
61242,Elizabeth Jenkins,18,Male,San Diego,661.82,26,2024-06-04,New
31982,Edward Mahoney,58,Male,San Diego,916.77,6,2024-04-17,New
70449,Nathan Walker,31,Male,Dallas,220.44,4,2024-01-02,New
49840,Jessica George,50,Female,Los Angeles,359.48,27,2023-03-25,Churned
81427,Joshua Gonzales,61,Female,San Antonio,181.09,11,2023-08-02,New
51183,Russell Russell,73,Female,Los Angeles,881.44,29,2023-12-12,Churned
52099,Kaitlyn Davis,53,Female,San Antonio,394.32,26,2024-10-16,At Risk
18139,Jody Cook,55,Male,Los Angeles,883.65,30,2023-02-18,New
46098,Ricardo Whitney,50,Female,Los Angeles,468.88,13,2023-02-27,New
96930,Dennis Kelly,71,Male,Houston,79.64,5,2024-03-29,New
15738,Michael Randolph,65,Male,Houston,755.57,12,2023-08-27,At Risk
27993,Jason Walsh,54,Male,San Antonio,111.43,6,2024-02-15,At Risk
17658,Christopher Mason,61,Female,Houston,261.32,22,2023-06-05,New
90463,Judith Hensley,46,Female,Chicago,512.46,28,2023-08-13,Churned
36002,Heather Castro,45,Female,New York,180.43,12,2023-09-24,At Risk
49799,Cynthia Russell,54,Female,Chicago,83.5,1,2023-07-28,Churned
87963,Thomas Mendoza,54,Male,New York,921.77,9,2023-11-12,At Risk
55647,Alice Whitehead,27,Female,New York,304.92,10,2023-05-20,Loyal
37257,Jacqueline Andrade,48,Female,New York,585.36,5,2024-12-02,At Risk
91160,Francisco Barker,29,Male,Phoenix,63.32,19,2024-04-08,Loyal
94820,Robert Beck,20,Male,San Diego,575.97,16,2023-10-12,Loyal
12312,Kayla Cruz,71,Male,Chicago,956.33,24,2023-11-29,New
56290,Maria Mckee,26,Male,Houston,677.94,11,2024-07-08,New
42967,Monica Bryan,29,Male,Houston,569.99,4,2023-06-23,New
54790,Matthew Grant,59,Female,Los Angeles,194.62,17,2023-04-23,Churned
44002,Joshua Graves,64,Female,Los Angeles,793.8,23,2024-04-07,New
98572,Robert Hernandez,45,Male,Chicago,667.55,26,2023-07-28,Churned
31797,Sean Hernandez,54,Female,San Antonio,601.63,19,2023-12-17,Loyal
17806,Patrick Griffith,57,Female,Dallas,313.96,7,2023-05-20,Churned
45008,Vincent Ross,74,Female,San Antonio,577.33,2,2023-02-01,Churned
61537,Terry Chen,64,Female,Chicago,87.44,7,2023-08-18,Churned
48338,Jacqueline Rich,32,Male,Los Angeles,274.26,29,2024-11-18,Churned
51336,Christopher White,30,Female,San Antonio,372.63,20,2024-03-05,New
14576,Peter Russo,69,Male,Los Angeles,790.4,2,2023-08-14,Churned
36471,Courtney Foster,31,Male,Chicago,196.25,11,2022-12-22,Loyal
53863,Thomas Farmer,73,Male,Los Angeles,920.81,6,2023-12-01,Churned
44303,Ryan Lopez,34,Male,Phoenix,54.74,18,2024-01-13,Loyal
16869,Douglas Jensen,44,Male,New York,412.48,13,2024-06-08,At Risk
81719,Alyssa Thomas,26,Female,Phoenix,822.22,2,2023-01-30,New
78736,Maria Freeman,67,Male,San Antonio,286.39,10,2024-03-24,At Risk
53874,Alyssa Kelly,19,Female,Dallas,755.02,21,2023-09-24,At Risk
61762,Stephanie Harrington,55,Female,San Diego,85.01,21,2023-04-18,Loyal
98412,Amanda Jackson,39,Female,Chicago,341.06,15,2023-05-18,Loyal
22319,Catherine Stewart,64,Female,San Diego,522.59,5,2023-03-13,New
13836,Taylor Lopez,35,Male,New York,359.33,1,2022-12-19,Churned
84639,Richard Gibson,74,Female,Dallas,109.82,20,2023-01-15,At Risk
49370,Christina Hernandez,31,Male,New York,40.79,12,2023-09-29,At Risk
95746,Cathy Schaefer,47,Female,New York,271.36,6,2024-01-20,New
33451,Laura Johnson,53,Female,Los Angeles,923.51,18,2023-04-24,New
15532,Alexandra Kelly,26,Female,Los Angeles,930.0,1,2024-05-21,New
36019,Jennifer Juarez,35,Male,Phoenix,150.7,5,2023-09-22,New
11251,Stephanie Vaughn,52,Female,Los Angeles,57.71,17,2023-11-26,New
31967,Teresa Collins,39,Male,Houston,230.0,5,2023-04-14,Loyal
50956,Nancy Shaw,22,Male,Dallas,709.54,25,2023-11-23,Loyal
37931,Brandon Pearson,52,Female,San Antonio,955.96,3,2023-10-08,At Risk
43756,Michael Goodwin,23,Female,Los Angeles,618.68,18,2023-04-17,Churned
78756,Suzanne Carr,37,Male,San Diego,18.11,3,2023-07-14,New
42856,Tony Cannon,42,Male,New York,33.88,23,2024-10-22,Churned
96467,Brandon Buchanan,42,Female,Houston,143.59,28,2023-04-30,New
33649,Meghan Reid,34,Male,Phoenix,394.37,16,2024-09-09,At Risk
75405,Noah Cook,56,Male,San Antonio,492.65,1,2024-05-13,New
65664,Luis Holden,30,Male,San Antonio,746.68,24,2023-09-23,Churned
33230,Emily Butler,48,Female,Houston,679.4,30,2023-07-31,New
31898,Carol Harris,20,Male,San Diego,95.91,13,2023-04-13,At Risk
96761,Gregory Schwartz,19,Female,Dallas,268.07,19,2024-07-28,New
40202,Robin Dorsey,72,Female,Houston,652.75,2,2023-01-13,New
95757,Michael Brandt,38,Female,Phoenix,981.38,10,2023-08-29,Churned
71188,Joel Roberts,46,Female,San Antonio,151.37,27,2023-05-05,New
54092,Melvin Andrade,58,Female,San Antonio,196.7,22,2024-04-11,Churned
17380,Morgan Larsen,20,Female,New York,916.42,30,2023-02-08,New
69144,Lynn Davis,45,Female,Phoenix,430.97,4,2024-01-10,New
30343,Mary Martin,34,Male,San Diego,667.39,11,2023-04-30,New
59933,Catherine Reynolds,32,Male,San Diego,690.66,3,2023-08-13,At Risk
96075,Jeremy Neal,47,Male,Los Angeles,399.01,24,2024-06-06,At Risk
48554,Holly Thomas,18,Male,San Diego,242.85,9,2022-12-27,New
27804,Roberto Wolfe,19,Female,San Diego,110.1,12,2023-09-22,New
39261,Timothy Murphy,22,Male,San Antonio,879.74,15,2023-09-10,New
11171,Jennifer Porter,63,Male,San Antonio,805.08,30,2024-09-07,Loyal
78547,Travis Jackson,75,Female,San Diego,681.68,11,2024-01-15,Churned
21014,Nathan Cain,57,Female,New York,726.33,25,2024-02-02,At Risk
38607,Chelsea Jimenez,40,Male,San Diego,496.44,14,2023-07-01,Loyal
94420,Chelsea Goodman,44,Male,San Diego,399.27,1,2023-04-12,Churned
28948,Robert Neal,60,Male,San Diego,992.36,21,2023-07-27,At Risk
32659,Mark Collins,59,Male,San Antonio,100.64,12,2023-02-27,At Risk
10820,Matthew Gaines,74,Male,Houston,356.88,5,2023-02-25,At Risk
28922,Jennifer Wilcox,36,Male,San Antonio,551.48,12,2023-02-22,Loyal
17517,Sarah White,46,Male,Houston,803.4,7,2023-01-10,New
96545,Linda Cook,45,Male,Dallas,629.93,29,2023-08-08,Churned
44283,Brian Kennedy,29,Female,Dallas,745.46,26,2024-11-29,At Risk
15309,Michael Robinson,21,Female,Chicago,149.95,18,2024-05-27,Loyal
16127,Bradley Freeman,31,Female,Chicago,418.16,13,2023-01-19,New
81581,Daniel Mercado,37,Female,San Antonio,184.99,6,2024-08-09,Loyal
19130,Kimberly Craig,51,Male,Chicago,479.5,12,2022-12-21,New
88011,Bryan Coleman DVM,55,Female,Dallas,173.74,1,2024-11-22,Churned
25355,Dr. Meghan Thompson,42,Female,Phoenix,490.25,18,2024-03-30,At Risk
53845,Richard Williams,52,Female,San Antonio,510.69,20,2024-09-09,Loyal
22402,Ryan Stevens,28,Male,Los Angeles,859.26,2,2023-07-26,At Risk
10336,John Hansen,35,Male,Los Angeles,254.86,24,2023-12-04,At Risk
21178,William Cuevas,29,Male,San Antonio,894.32,4,2024-06-22,Churned
44821,Roger Carr,19,Male,Chicago,177.56,27,2024-11-28,At Risk
29459,Stephanie Richards MD,33,Male,San Diego,849.93,22,2024-06-13,Loyal
56617,Christine Smith,41,Male,Chicago,150.03,11,2024-10-10,At Risk
39139,Derek Hatfield,20,Male,New York,44.17,20,2023-01-05,At Risk
45722,Gabriela Brown DDS,22,Male,Houston,435.38,1,2024-10-08,At Risk
82081,Patricia Terry,60,Male,Chicago,241.05,11,2023-03-10,New
30568,Veronica Chapman,71,Male,Houston,486.61,23,2023-10-09,Churned
16230,Robert Johnson,42,Male,Phoenix,75.52,3,2023-02-10,Churned
72302,Karen Buck,36,Male,Houston,188.35,25,2024-09-13,At Risk
71753,Raymond Wells,52,Female,Dallas,842.75,19,2023-01-14,New
24115,Renee Garner,62,Female,Houston,208.18,14,2024-05-21,New
69207,Karen Martinez,24,Female,New York,20.72,29,2023-11-27,At Risk
20336,Ian Jackson,41,Male,Houston,342.52,10,2024-06-13,Churned
73702,Aaron Mcdaniel,26,Male,Houston,601.2,24,2023-02-20,At Risk
90056,Matthew Green,75,Male,San Diego,290.64,22,2023-11-08,New
18394,Johnny Rodriguez,23,Female,San Diego,894.91,10,2023-02-27,Churned
13080,Caroline Adams,70,Female,San Diego,561.91,1,2023-06-08,Loyal
77989,Roberto Dunn,70,Female,Houston,742.42,24,2024-02-09,Loyal
53469,Linda Moss,66,Male,San Diego,88.09,7,2023-07-31,Churned
24209,Kathy Hernandez,72,Female,San Antonio,769.83,20,2024-08-08,Churned
66084,Shelly Murray,53,Female,Phoenix,971.55,4,2024-04-29,New
70805,Matthew Walsh,68,Female,Houston,293.5,13,2024-09-04,New
76582,Chelsey Huerta,57,Male,Dallas,444.35,29,2024-09-21,At Risk
45138,Donald Cooper,58,Male,San Diego,311.64,10,2023-11-02,At Risk
62659,Douglas Archer,55,Female,San Antonio,377.93,8,2023-01-16,New
14773,Philip Lee,46,Female,Phoenix,105.99,15,2023-06-19,Loyal
72242,Timothy Patel,62,Female,Chicago,124.69,23,2023-03-15,New
28857,Joseph Lawson DDS,49,Male,San Antonio,134.24,8,2024-09-15,Loyal
52940,Michael Nguyen,53,Female,Phoenix,542.46,3,2022-12-25,New
20510,Anthony Sanders,42,Male,Dallas,161.34,8,2023-08-29,At Risk
19924,Caleb Thomas,73,Female,San Diego,161.97,12,2024-01-26,Loyal
79607,Devon Harper,73,Female,Los Angeles,793.8,3,2023-10-02,New
23821,Douglas Gomez,59,Male,Houston,363.89,12,2024-08-07,At Risk
75140,Kristin Schultz,36,Female,Dallas,551.89,7,2024-08-07,At Risk
35786,Kathleen Anthony,40,Male,New York,680.44,4,2023-06-01,Loyal
99407,Bill Buckley,72,Male,Houston,30.21,13,2024-02-07,New
80073,William Sanders,52,Female,Houston,867.79,25,2023-02-25,Churned
48567,Andrea Adams,29,Female,Phoenix,575.34,11,2023-07-01,Churned
93051,Margaret Hamilton,58,Female,Chicago,128.62,9,2024-08-25,New
58255,Christopher Campbell,64,Female,Phoenix,725.28,1,2024-01-11,Churned
16750,Amber Chaney,48,Male,New York,811.08,3,2023-09-06,Loyal
56873,Jessica Quinn,39,Male,Houston,271.44,27,2024-03-26,Loyal
18299,Scott Powell,23,Female,Chicago,206.81,21,2023-10-20,Loyal
26087,Christopher Harmon,21,Female,San Antonio,214.23,6,2024-10-06,New
26206,Ryan Jones,55,Male,Phoenix,575.81,24,2024-02-09,New
38892,Douglas Harvey,29,Male,New York,945.32,30,2023-11-03,Loyal
64924,Linda Smith,71,Female,Dallas,763.76,13,2024-09-05,New
62359,Shannon Miller,64,Female,Los Angeles,312.94,3,2024-03-22,Churned
68662,Jonathan Gomez,56,Male,Houston,630.46,29,2023-12-06,Loyal
78483,Steven Nixon,27,Male,San Diego,996.65,6,2023-02-24,New
68939,Sherry Rodgers,72,Female,San Diego,763.15,22,2022-12-15,New
99736,Nicholas Moses Jr.,74,Male,San Antonio,650.6,30,2023-11-01,New
76845,Duane Donovan,40,Female,Los Angeles,453.14,22,2023-03-07,New
49997,Yolanda Ramos,56,Female,Phoenix,333.8,1,2023-07-29,Loyal
90574,Jessica Russell,24,Male,Phoenix,226.44,3,2023-09-22,New
39007,Brent Anthony,59,Male,Houston,992.24,28,2023-02-16,Churned
93184,Jeremy Marshall,71,Female,Chicago,258.42,28,2024-02-27,Churned
91384,Debbie Flores,45,Female,Los Angeles,303.13,6,2024-07-27,At Risk
14268,Edward Johnson,48,Male,San Antonio,554.66,4,2023-05-12,Churned
27244,Gina Quinn,37,Male,Houston,734.99,25,2023-10-03,Loyal
23587,Vanessa Rios,69,Male,New York,822.28,25,2024-04-17,Loyal
49407,Jamie Kelly,62,Male,San Diego,608.0,18,2024-07-20,At Risk
32025,Michelle Johnson,22,Female,San Diego,627.46,2,2023-05-28,Loyal
87135,Peter Williams,41,Female,Chicago,740.78,29,2023-05-16,New
93096,Patricia Ryan,37,Female,Phoenix,565.22,28,2023-07-09,Churned
94027,Tracy Jackson,38,Female,Phoenix,145.46,30,2024-03-18,Loyal
58467,Charles Garcia,30,Female,Los Angeles,362.87,12,2023-04-28,Loyal
16469,Elizabeth Lester,65,Female,Dallas,770.47,21,2023-02-25,New
90689,Cory Jennings,71,Male,San Antonio,546.38,24,2023-08-09,Loyal
11677,Kyle Harrison,44,Male,Phoenix,463.75,9,2024-10-21,Loyal
58287,Holly Gross,46,Male,Los Angeles,640.19,23,2024-03-13,New
84971,Stephanie Gonzalez,41,Female,San Diego,880.81,9,2024-06-25,At Risk
28277,Kevin Carter,65,Male,Dallas,110.57,10,2023-03-05,New
17824,William Serrano,27,Female,Dallas,215.67,20,2023-03-16,Loyal
59511,Chase Hernandez,74,Female,Los Angeles,737.47,24,2024-02-20,New
66635,Joe Reyes,45,Female,Houston,561.57,5,2024-06-18,New
54547,Mackenzie Kennedy,47,Male,San Antonio,744.6,12,2023-03-04,Churned
89299,Jacob Welch,43,Female,Phoenix,643.57,8,2022-12-25,Loyal
52380,Lori Elliott,20,Female,San Antonio,779.25,25,2024-01-12,Churned
47391,Rebecca Rogers,69,Male,San Diego,956.64,20,2023-04-18,New
80583,Taylor Scott,56,Female,Chicago,739.46,29,2024-08-08,New
52578,Jesse Hobbs,18,Female,Los Angeles,648.37,8,2023-06-28,Loyal
22666,David Smith,47,Female,Phoenix,805.67,25,2023-12-13,Loyal
39254,David Smith,35,Female,San Antonio,259.15,19,2023-02-19,New
80972,Travis Owens,44,Male,Dallas,899.54,7,2023-08-10,Loyal
29716,Natalie Trevino,49,Female,Houston,624.97,20,2024-05-28,Churned
77239,Thomas Reid,40,Male,San Diego,729.6,29,2023-01-23,Churned
91064,Gary Larsen,61,Female,Dallas,780.33,25,2023-05-02,New
19602,Jeffrey Fischer,25,Female,Houston,177.03,20,2024-01-24,Churned
39145,Sean Blackburn,62,Female,New York,491.42,22,2023-04-28,Loyal
50163,James Jones,46,Female,New York,684.96,28,2023-04-12,Churned
78915,Stephanie Taylor,49,Male,Chicago,257.68,29,2023-05-31,Loyal
58342,Paige Cole,60,Male,Los Angeles,405.73,23,2023-04-08,Churned
44959,Matthew Guerrero,62,Male,Chicago,362.48,18,2024-10-16,Loyal
30127,Julie Schwartz,52,Male,Chicago,983.03,24,2024-08-15,At Risk
41093,Paul Gonzalez,18,Female,New York,608.38,4,2023-09-02,New
63192,Christopher Lewis,20,Female,New York,685.85,16,2023-10-15,At Risk
13619,Mark Williams,46,Female,Dallas,818.14,8,2024-01-17,New
39683,Leslie Graham,50,Female,Chicago,418.12,29,2024-12-06,Loyal
73058,Rachael Hawkins,39,Male,San Diego,733.61,19,2024-11-02,Churned
39068,Lisa Kim,42,Female,San Antonio,924.81,18,2024-07-03,New
50160,Janet Melendez,67,Female,Phoenix,59.38,24,2024-01-11,Churned
41595,Jordan Ellis,69,Female,Dallas,456.89,9,2023-05-05,Loyal
42565,Matthew Payne,72,Male,Houston,935.85,24,2023-05-11,Loyal
51541,Justin Gomez,27,Female,Phoenix,50.18,17,2023-09-01,Churned
94740,Matthew Moreno,33,Male,Chicago,376.38,25,2024-06-17,Churned
32553,Carlos Guzman,23,Female,Chicago,374.02,24,2023-08-08,At Risk
50205,Kylie Smith,36,Male,Phoenix,597.91,8,2024-07-07,Churned
50643,Paula Barnes,50,Male,Dallas,755.91,28,2023-05-17,New
57166,Samantha Morgan,30,Male,New York,693.79,7,2024-04-21,New
57767,Paul Gonzalez,18,Female,Chicago,651.59,26,2023-11-11,New
48998,Rachel Williams,68,Female,Chicago,883.19,10,2023-08-30,New
27892,Stephanie Evans,44,Male,Dallas,630.5,19,2023-11-23,Churned
15173,Matthew Jones,68,Male,San Diego,881.37,13,2024-01-23,At Risk
90899,Mr. Gary Roberts,43,Male,Chicago,825.18,24,2024-11-28,Churned
79392,Holly Ortiz,63,Male,Dallas,758.26,28,2023-01-06,New
83025,Michelle Caldwell DVM,54,Female,Chicago,170.8,18,2023-08-10,New
81998,Joseph Pugh,47,Male,Chicago,340.3,26,2024-09-22,At Risk
85734,Jamie Phillips,41,Male,San Diego,516.06,22,2024-06-11,New
85937,Jennifer Snyder,63,Male,Dallas,108.8,7,2023-10-23,New
28954,Brian Moore,53,Female,Houston,726.94,12,2023-07-29,Churned
78923,Jennifer Anderson,61,Male,Chicago,643.44,23,2023-01-26,Churned
84712,Michelle Morgan,68,Female,Chicago,931.98,24,2024-10-10,Loyal
71097,Michael Gamble,71,Female,Dallas,42.53,25,2023-03-30,At Risk
60089,Deborah Bell,38,Male,Phoenix,624.98,21,2024-05-28,At Risk
77915,Donald Odom,63,Male,San Antonio,569.52,3,2024-09-08,Loyal
15724,Brittany Norris,21,Female,Chicago,220.52,26,2024-09-25,Loyal
31374,Joseph Thompson,29,Male,San Diego,804.27,19,2023-11-06,Churned
24129,Joshua Wilcox,31,Male,San Diego,560.7,1,2023-04-28,Loyal
77276,Hannah Gomez,37,Male,Dallas,435.1,26,2024-07-18,At Risk
75176,Angelica Price,25,Male,Houston,263.35,16,2024-11-15,At Risk
76975,Nancy Roberts,66,Female,Phoenix,98.02,16,2024-01-11,New
21848,Sarah Jones,56,Male,New York,855.17,14,2024-07-08,Loyal
73661,Bill Baker,54,Male,Los Angeles,728.56,5,2023-09-30,Loyal
65960,Miguel Hopkins,74,Female,Houston,406.82,11,2024-02-06,Churned
16569,Thomas Sutton,43,Male,Chicago,732.26,20,2024-04-23,Loyal
50580,Claudia Davis,37,Male,Dallas,540.55,9,2023-12-29,At Risk
15507,Cassandra Stevens,55,Female,San Antonio,264.53,3,2024-12-04,Churned
12387,Douglas Colon,32,Female,New York,982.49,5,2024-10-23,Churned
10455,Chris Johnson,30,Female,Los Angeles,256.12,18,2023-01-13,New
16877,Patricia Butler,65,Male,San Diego,892.57,21,2022-12-22,Churned
26961,Michael Lee,43,Female,Los Angeles,91.76,15,2023-03-06,Loyal
97376,Anna Charles,44,Male,San Diego,268.82,15,2023-07-13,Churned
99852,Carol Patterson,45,Male,San Diego,277.53,15,2024-02-14,Loyal
57943,Karen Olson,31,Female,San Diego,383.11,20,2024-12-11,Loyal
13276,Edward Baker,71,Female,Los Angeles,998.77,13,2023-06-27,Loyal
15469,Derek Payne,68,Male,New York,818.05,8,2023-05-21,At Risk
38940,Jared Walsh,19,Female,Dallas,458.74,12,2024-08-12,At Risk
41811,Robert Allen,40,Female,Houston,930.75,15,2023-08-07,Churned
64917,Lisa Garcia,70,Female,San Diego,323.07,22,2023-02-28,Loyal
24584,Danny Thomas,29,Female,Phoenix,800.13,21,2024-06-24,New
81317,Amber Gomez,26,Male,Phoenix,327.52,13,2023-09-23,At Risk
12086,Jillian Johnston,68,Female,New York,18.16,3,2023-10-19,Churned
99977,Henry Weiss III,20,Male,Chicago,140.9,11,2024-02-27,New
87433,Casey Jones,25,Male,Houston,549.94,27,2023-11-10,New
85117,Dana Williams,49,Female,Houston,901.58,21,2024-04-06,Churned
24363,Samantha Cardenas,21,Female,Dallas,284.51,24,2023-03-11,At Risk
26679,Christine Crawford,21,Female,Houston,328.44,6,2023-10-29,Loyal
94139,Frank Stevens,20,Female,San Antonio,36.18,12,2023-11-08,New
34877,Travis Jackson,68,Male,San Diego,144.33,30,2024-03-20,Loyal
16882,Thomas Curtis,72,Male,Dallas,604.22,28,2024-06-05,At Risk
97603,Brendan Reed,20,Male,San Antonio,193.87,26,2024-02-13,Loyal
53541,Angela Wagner,23,Female,Dallas,234.24,18,2024-02-28,At Risk
68240,Michael Reeves,25,Female,Chicago,383.52,28,2023-03-21,New
23477,Tiffany Payne,75,Male,Los Angeles,638.53,3,2023-05-31,At Risk
87951,Michael Smith,50,Female,Houston,28.77,17,2024-11-09,Churned
80558,Lisa Sandoval,20,Female,Dallas,32.75,27,2023-12-03,Churned
79068,Valerie Mejia,37,Female,Dallas,117.72,3,2023-08-13,At Risk
15595,Jason Klein,37,Male,Chicago,759.15,20,2023-10-18,New
57925,Michelle Rivera,66,Male,Dallas,299.11,16,2023-04-12,Loyal
23438,Joseph Gomez,65,Female,San Antonio,149.42,16,2023-01-03,New
99660,Erika White,25,Male,San Diego,399.75,17,2023-07-04,Loyal
38643,Amy Vazquez,33,Male,San Diego,601.16,3,2024-10-02,Churned
84231,Jennifer Foster MD,65,Male,Phoenix,202.64,5,2024-10-25,New
44120,David Herman,25,Female,San Antonio,340.6,26,2023-09-08,Loyal
59770,Manuel James,68,Male,San Antonio,268.53,27,2024-11-15,New
62737,Valerie Thompson,55,Male,San Diego,761.15,6,2024-06-21,New
96807,Lori Matthews,18,Female,Dallas,904.49,14,2023-01-16,At Risk
67285,Eric Williams Jr.,40,Female,San Diego,221.28,10,2023-12-21,Churned
19276,Victoria Erickson,59,Female,Los Angeles,650.69,30,2023-11-11,Loyal
79609,Michelle Sullivan,74,Female,Phoenix,997.09,27,2023-02-13,New
21458,Krista Hopkins,46,Male,Chicago,766.18,15,2023-09-21,At Risk
77213,Michael Roberts,34,Female,New York,907.22,11,2024-03-07,Churned
45055,Jordan Henderson,56,Male,Dallas,690.32,29,2024-10-09,Churned
87404,Shelley Alexander,47,Female,New York,899.4,4,2024-08-21,Loyal
84094,Manuel Miles,25,Female,San Diego,211.43,17,2024-12-01,Churned
75292,Marc Rodriguez,62,Female,Los Angeles,53.59,12,2023-05-11,Churned
98741,William Perry,55,Female,San Antonio,592.22,1,2023-08-24,New
45678,Gina Cunningham,37,Male,Dallas,92.4,7,2024-06-13,At Risk
21555,Matthew Brewer,57,Female,San Antonio,319.84,28,2023-02-05,Loyal
78248,Christopher Maldonado,66,Female,Chicago,937.49,26,2023-04-09,New
98686,Margaret Li DDS,20,Male,Phoenix,106.21,12,2024-04-21,At Risk
67607,Patricia Moore,23,Male,Houston,347.09,7,2023-12-23,New
52791,Mary Page,57,Male,New York,299.64,23,2023-01-07,At Risk
49245,Abigail Murphy,32,Female,Phoenix,366.06,29,2024-02-05,Churned
24737,Carrie Valdez,72,Male,New York,51.44,15,2023-02-27,New
71155,Emily Carr,74,Female,Chicago,101.78,10,2024-04-15,Loyal
32294,Roberto Hicks,49,Male,New York,215.54,8,2024-04-23,New
32896,Shawn Clark,68,Male,San Diego,394.51,13,2023-02-22,Churned
59332,Jade Carter,59,Female,Dallas,851.36,12,2023-11-06,New
45031,Megan Snyder,65,Male,Dallas,156.54,10,2024-09-25,At Risk
88767,Lisa Good,60,Male,Chicago,853.83,12,2023-06-26,At Risk
87227,Sergio Johnson,70,Male,New York,338.46,18,2023-10-02,Loyal
27325,Patricia Landry,43,Male,Phoenix,750.27,26,2024-01-23,Loyal
62421,Timothy Rodriguez,45,Female,Phoenix,971.13,23,2024-10-02,New
71184,Michael White,22,Male,San Antonio,263.37,11,2023-10-22,Churned
28084,Steven Stein,74,Male,Dallas,537.48,11,2023-03-03,At Risk
30214,Christine Heath,61,Male,San Diego,475.65,11,2024-04-28,At Risk
32217,Laura Oneill,46,Male,San Diego,25.16,26,2023-04-21,At Risk
68278,Mary Fields,29,Male,Chicago,949.87,19,2023-04-05,At Risk
71848,Ashley Rivas,21,Female,Phoenix,61.33,29,2023-06-02,Loyal
61378,Sarah Parker,62,Male,Los Angeles,738.89,14,2024-06-05,At Risk
76993,Jean Dickson,52,Female,New York,887.85,4,2023-05-21,New
91875,Jordan Hill,24,Male,Los Angeles,988.21,30,2023-02-19,Churned
37276,Eileen Johnson,53,Female,San Antonio,330.95,16,2024-12-06,Loyal
65036,Frederick Carter,45,Female,San Diego,916.56,18,2023-11-29,At Risk
98295,Joshua Larson,18,Female,San Antonio,750.13,25,2023-01-27,Churned
43386,Alfred Fowler,20,Female,Phoenix,296.56,11,2024-09-01,Churned
57381,Charles Garcia,69,Female,Los Angeles,258.16,25,2023-05-12,Loyal
37110,Matthew Jones,67,Female,San Antonio,363.15,27,2022-12-24,New
58442,Allison Carlson,69,Male,New York,365.27,14,2023-06-04,New
16598,Lisa Haley,66,Male,Dallas,518.25,12,2024-01-26,Churned
65023,Jon Rice,54,Female,Houston,235.34,23,2024-05-18,At Risk
35767,Victoria Whitehead,72,Female,Los Angeles,505.94,8,2023-09-28,Loyal
92146,Donald Williams,48,Female,San Diego,889.37,23,2023-02-07,Loyal
78251,Rhonda Gonzalez,41,Female,Los Angeles,528.57,24,2024-02-25,Churned
14841,Christopher Wilkins,75,Male,Houston,29.07,8,2024-09-22,At Risk
20916,Amy Mejia,66,Female,San Antonio,293.7,27,2024-01-05,Loyal
27655,Brittany Trujillo,40,Female,Los Angeles,656.52,9,2024-12-11,Churned
52907,Edward Norman,26,Female,Chicago,721.07,29,2023-09-01,Loyal
45701,Thomas Garcia,61,Female,San Antonio,617.38,5,2024-03-21,New
46339,Kari Roach,28,Female,Chicago,49.11,5,2023-11-18,Loyal
11483,William Riley,43,Male,Chicago,733.84,23,2024-09-08,Loyal
91685,Mary Gentry MD,19,Female,Chicago,760.11,2,2022-12-27,Loyal
23329,Cynthia Bates,27,Female,Los Angeles,881.31,1,2023-05-11,At Risk
58091,Heather Hull,73,Female,Phoenix,873.13,29,2023-01-02,Churned
20875,Nancy Conrad,58,Female,Houston,563.97,2,2023-10-21,Churned
14890,Mark White,38,Female,Phoenix,670.81,12,2023-11-05,Churned
68844,William Lee,56,Female,San Antonio,281.31,5,2024-07-11,New
83076,Erica Pearson,29,Male,San Antonio,949.94,24,2024-10-12,New
67837,Kimberly Perez,39,Male,Phoenix,25.77,28,2023-05-20,Churned
61834,Jessica Barrett,34,Male,Dallas,24.47,1,2023-01-13,New
56453,Tracy Clarke,69,Female,Dallas,730.66,26,2023-02-13,Loyal
25086,Debra Tran,50,Male,Los Angeles,106.23,26,2024-07-18,Churned
29993,Jake Garcia,25,Female,Chicago,743.98,20,2024-09-24,At Risk
75245,Joshua Scott,22,Female,Phoenix,33.01,28,2024-01-21,Loyal
74511,Cory Rivera,59,Male,Dallas,995.63,25,2023-03-24,At Risk
31503,Connie Cortez,49,Male,Los Angeles,380.14,16,2023-12-05,Loyal
30145,Cheyenne Mckinney,73,Male,Dallas,361.94,3,2024-06-20,At Risk
35514,Derrick Bradford,72,Female,Dallas,245.98,1,2023-03-16,At Risk
79971,Sara Weber,43,Male,San Diego,665.36,2,2023-08-19,Loyal
66456,Daniel Johnson,68,Female,Los Angeles,348.43,10,2023-12-03,Loyal
37993,Michelle Jennings,32,Female,Chicago,799.84,13,2023-03-15,New
57200,Destiny Ferguson,63,Female,New York,498.64,13,2023-03-25,New
64528,Nicole Palmer,26,Female,Phoenix,721.51,11,2024-09-10,Churned
92255,Amanda Williams,37,Female,Houston,495.95,20,2024-01-29,New
62736,Joan Dawson,58,Female,Chicago,924.64,3,2023-06-29,Churned
26533,Brian Huerta,30,Female,Phoenix,333.68,21,2024-09-18,New
75269,Justin Turner,24,Male,Phoenix,213.61,12,2024-10-11,Churned
88798,Kyle Fry,18,Male,Los Angeles,302.04,23,2024-10-04,At Risk
41032,Chelsea Chambers,33,Male,Dallas,143.35,22,2024-12-04,Churned
29849,Brittany Mccann,20,Male,San Diego,411.46,12,2024-03-26,Loyal
